,elk_reproduce,wolf_reproduce,pack_size_threshold,Run,Elk,Wolves,Packs,Killed Elks/Wolf,Elks age
0,0.029775390625000002,0.018701171875000002,3,21,3,0.462890625,4,36,1.8414634146341449
1,0.05508789062500001,0.018701171875000002,3,21,3,0.462890625,4,36,3.4538461538461704
2,0.029775390625000002,0.016240234375000002,3,21,3,0.462890625,4,36,3.4538461538461704
3,0.029775390625000002,0.018701171875000002,2,21,3,0.462890625,4,36,3.4538461538461704
4,0.029775390625000002,0.018701171875000002,3,11,3,0.462890625,4,36,3.4538461538461704
5,0.029775390625000002,0.018701171875000002,3,21,2,0.462890625,4,36,3.4538461538461704
6,0.029775390625000002,0.018701171875000002,3,21,3,0.253515625,4,36,3.4538461538461704
7,0.029775390625000002,0.018701171875000002,3,21,3,0.462890625,4,36,3.4538461538461704
8,0.029775390625000002,0.018701171875000002,3,21,3,0.462890625,4,21,3.4538461538461704
9,0.05508789062500001,0.016240234375000002,2,11,2,0.253515625,4,21,2.58472296933836
10,0.07477539062500001,0.063701171875,2,9,6,0.26289062500000004,7,21,0.0
11,0.010087890625,0.063701171875,2,9,6,0.26289062500000004,7,21,0.0
12,0.07477539062500001,0.06124023437500001,2,9,6,0.26289062500000004,7,21,0.0
13,0.07477539062500001,0.063701171875,3,9,6,0.26289062500000004,7,21,0.0
14,0.07477539062500001,0.063701171875,2,23,6,0.26289062500000004,7,21,0.0
15,0.07477539062500001,0.063701171875,2,9,5,0.26289062500000004,7,21,0.0
16,0.07477539062500001,0.063701171875,2,9,6,0.453515625,7,21,0.0
17,0.07477539062500001,0.063701171875,2,9,6,0.26289062500000004,7,21,0.0
18,0.07477539062500001,0.063701171875,2,9,6,0.26289062500000004,7,36,0.0
19,0.010087890625,0.06124023437500001,3,23,5,0.453515625,7,36,0.0
20,0.097275390625,0.041201171875000005,3,28,5,0.162890625,5,14,0.0
21,0.032587890625000004,0.041201171875000005,3,28,5,0.162890625,5,14,0.0
22,0.097275390625,0.083740234375,3,28,5,0.162890625,5,14,0.0
23,0.097275390625,0.041201171875000005,3,28,5,0.162890625,5,14,0.0
24,0.097275390625,0.041201171875000005,3,17,5,0.162890625,5,14,0.0
25,0.097275390625,0.041201171875000005,3,28,4,0.162890625,5,14,0.0
26,0.097275390625,0.041201171875000005,3,28,5,0.15351562500000002,5,14,0.0
27,0.097275390625,0.041201171875000005,3,28,5,0.162890625,9,14,0.0
28,0.097275390625,0.041201171875000005,3,28,5,0.162890625,5,13,0.0
29,0.032587890625000004,0.083740234375,3,17,4,0.15351562500000002,9,13,0.0
30,0.05227539062500001,0.08620117187500001,2,15,2,0.362890625,8,29,0.0
31,0.077587890625,0.08620117187500001,2,15,2,0.362890625,8,29,0.0
32,0.05227539062500001,0.038740234375,2,15,2,0.362890625,8,29,0.0
33,0.05227539062500001,0.08620117187500001,2,15,2,0.362890625,8,29,0.0
34,0.05227539062500001,0.08620117187500001,2,5,2,0.362890625,8,29,0.0
35,0.05227539062500001,0.08620117187500001,2,15,7,0.362890625,8,29,0.0
36,0.05227539062500001,0.08620117187500001,2,15,2,0.353515625,8,29,0.0
37,0.05227539062500001,0.08620117187500001,2,15,2,0.362890625,6,29,0.0
